"Kreis";"Ort";"Typ";"Hersteller";"Nabenhoehe";"Rotordurchmesser";"Schallleistungspegel";"Leistung";"Leistungsbezug";"Ostwert";"Nordwert";"Genehmigt_am";"Iinbetriebnahme";"Status";"Bst_Nr";"Anl_Nr";"Datendatum";"Datenquelle"
"Dithmarschen";"Norddeich";"WKA Enercon E-92 2,3MW";"Enercon";"104";"92";"105,0 dB(A)/102,5 dB(A)";2300;"kW Nennleist. Rotor.";32493652;6009530;01.06.15;07.03.16;"in Betrieb";"51079491887";"0004";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norddeich";"WKA Enercon E-92 2,3MW";"Enercon";"104";"92";"105,0 dB(A)/105,0 dB(A)";2300;"kW Nennleist. Rotor.";32494209;6008851;01.06.15;17.03.16;"in Betrieb";"51079491887";"0005";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norddeich";"WKA Enercon E-92 2,3MW";"Enercon";"104";"92";"105,0 dB(A)/104,0 dB(A)";2300;"kW Nennleist. Rotor.";32494468;6008949;01.06.15;22.03.16;"in Betrieb";"51079491887";"0006";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norddeich";"Enercon E-92 2,3MW";"Enercon";"104";"92";"105,0 dB(A)/104,0 dB(A)";2300;"kW Nennleist. Rotor.";32493364;6010085;01.06.15;15.12.15;"in Betrieb";"51079491888";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderheistedt";"Vestas V112";"Vestas";"119";"112";"106,5 dB(A)/ 106,5 dB(A)";3300;"kW Nennleist. Rotor.";32507600;6012078;25.03.14;24.10.14;"in Betrieb";"51080496907";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderheistedt";"Vestas V112";"Vestas";"119";"112";"106,9 dB(A)/106,9 dB(A)";3300;"kW Nennleist. Rotor.";32507855;6012343;25.03.14;04.11.14;"in Betrieb";"51080496907";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderheistedt";"Vestas V112 3,3 MW";"Vestas";"119";"112";"106,6 dB(A)/106,6 dB(A)";3300;"kW Nennleist. Rotor.";32507976;6012081;25.03.14;10.10.14;"in Betrieb";"51080496907";"0003";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderheistedt";"Vestas V112 3,3 MW";"Vestas";"119";"112";"106,9 dB(A)/106,9 dB(A)";3300;"kW Nennleist. Rotor.";32508028;6011801;25.03.14;10.10.14;"in Betrieb";"51080496907";"0004";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderheistedt";"Vestas V112 3,3 MW";"Vestas";"119";"112";"107,1 dB(A)/107,1 dB(A)";3300;"kW Nennleist. Rotor.";32508359;6012178;25.03.14;02.10.14;"in Betrieb";"51080496907";"0005";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwührden";"Enercon E115";"Enercon";"92";"115";"106,5 dB(A)/102,0 dB(A)";3000;"kW Nennleist. Rotor.";32497505;6003735;13.12.16;19.09.17;"in Betrieb";"51081058727";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwührden";"Enercon E115";"Enercon";"92";"115";"106,5 dB(A)/102,0 dB(A)";3000;"kW Nennleist. Rotor.";32497792;6003868;13.12.16;26.09.17;"in Betrieb";"51081058727";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwührden";"Vestas V-112 NH 94 m";"Vestas";"94";"112";"105,8 dB(A)/101 dB(A)";3000;"kW Nennleist. Rotor.";32501887;6003748;28.12.16;20.12.17;"in Betrieb";"51081058728";"0045";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwührden";"Enercon E115";"Enercon";"135,4";"115,7";"106,5 dB(A)/102,0 dB(A)";3000;"kW Nennleist. Rotor.";32497660;6004130;13.12.16;27.09.17;"in Betrieb";"51081058729";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwührden";"Vestas V27";"Vestas";"31";"27";"100,7 dB(A)/100,7 dB(A)";225;"kW Nennleist. Rotor.";32501177;6004978;31.12.99;31.12.99;"in Betrieb";"51081058730";"0029";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwührden";"WKA Enercon E-70 E4";"Enercon";"64";"71";"97,5";2300;"kW Nennleist. Rotor.";32497851;6004701;27.08.10;28.01.11;"in Betrieb";"51081058732";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwührden";"WKA Vestas V-112 NH 94 m";"Vestas";"94";"112";"105,8 dB(A)/101 dB(A)";3000;"kW Nennleist. Rotor.";32500615;6004566;28.12.16;22.12.17;"in Betrieb";"51081058733";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwührden";"WKA Vestas V-112 NH 94 m";"Vestas";"119";"112";"105,8 dB(A)/101 dB(A)";3000;"kW Nennleist. Rotor.";32500888;6005224;28.12.16;22.11.17;"in Betrieb";"51081058733";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwührden";"WKA Vestas V-112 NH 94 m";"Vestas";"119";"112";"105,8 dB(A)/101 dB(A)";3450;"kW Nennleist. Rotor.";32500968;6004892;28.12.16;22.11.17;"in Betrieb";"51081058734";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwührden";"WKA Vestas V-112 NH 94 m";"Vestas";"94";"112";"105,8 dB(A)/101 dB(A)";3450;"kW Nennleist. Rotor.";32500422;6005725;28.12.16;20.12.17;"in Betrieb";"51081058735";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwührden";"WKA Vestas V-112 NH 94 m";"Vestas";"94";"112";"105,8 dB(A)/101 dB(A)";3450;"kW Nennleist. Rotor.";32500328;6006095;28.12.16;20.12.17;"in Betrieb";"51081058735";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwührden";"WKA Vestas V-112 NH 94 m";"Vestas";"119";"112";"105,8 dB(A)/101 dB(A)";3450;"kW Nennleist. Rotor.";32501159;6004604;28.12.16;08.11.17;"in Betrieb";"51081058736";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwührden";"WKA Vestas V-112 NH 94 m";"Vestas";"94";"112";"105,8 dB(A)/101 dB(A)";3000;"kW Nennleist. Rotor.";32500508;6005345;28.12.16;19.12.17;"in Betrieb";"51081058737";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwührden";"WKA Vestas V-112 NH 94 m";"Vestas";"94";"112";"105,8 dB(A)/101 dB(A)";3000;"kW Nennleist. Rotor.";32500621;6004950;28.12.16;20.12.17;"in Betrieb";"51081058737";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwührden";"WKA Vestas V-112 NH 94 m";"Vestas";"119";"112";"105,8 dB(A)/ 101 dB(A)";3450;"kW Nennleist. Rotor.";32500692;6006223;28.12.16;08.12.17;"in Betrieb";"51081058738";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwührden";"WKA Vestas V-112 NH 94 m";"Vestas";"119";"112";"105,8 dB(A)/ 101 dB(A)";3450;"kW Nennleist. Rotor.";32500791;6005605;28.12.16;01.12.17;"in Betrieb";"51081058738";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwührden";"WKA Vestas V-112 NH 94 m";"Vestas";"119";"112";"105,8 dB(A)/ 101 dB(A)";3450;"kW Nennleist. Rotor.";32501193;6006197;28.12.16;09.11.17;"in Betrieb";"51081058738";"0003";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwührden";"WKA Vestas V-112 NH 94 m";"Vestas";"119";"112";"105,8 dB(A)/101 dB(A)";3000;"kW Nennleist. Rotor.";32501236;6005823;28.12.16;08.11.17;"in Betrieb";"51081058739";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwührden";"WKA Vestas V-112 NH 94 m";"Vestas";"94";"112";"105,8 dB(A)/101 dB(A)";3450;"kW Nennleist. Rotor.";32501729;6005046;28.12.16;08.12.17;"in Betrieb";"51081058740";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwührden";"Vestas V-112 NH 94 m";"Vestas";"94";"112";"105,8 dB(A)/101 dB(A)";3450;"kW Nennleist. Rotor.";32501879;6004107;28.12.16;17.11.17;"in Betrieb";"51081058741";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwührden";"WKA Vestas V-112 NH 94 m";"Vestas";"119";"112";"105,8 dB(A)/ 101 dB(A) ";3450;"kW Nennleist. Rotor.";32501487;6003895;28.12.16;01.12.17;"in Betrieb";"51081058742";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwührden";"WKA Vestas V-112 NH 94 m";"Vestas";"94";"112";"105,8 dB(A)/101 dB(A)";3450;"kW Nennleist. Rotor.";32501784;6003403;28.12.16;16.11.17;"in Betrieb";"51081058743";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwührden";"Enercon E-126-EP3 4 MW";"Enercon";"116";"127";"105,2 dB(A)";4000;"kW Nennleist. Rotor.";32501335;6004169;;;"im Gen.Verf.";"51081058744";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwührden";"Enercon E-70 E-4 mit 2,0 MW";"Enercon";"64";"70";"101,8";2000;"kW Nennleist. Rotor.";32498118;6004484;17.04.06;14.10.09;"in Betrieb";"51081452497";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwührden";"Enercon E-70 E-4 mit 2,0 MW";"Enercon";"64";"70";"101,8";2000;"kW Nennleist. Rotor.";32498411;6004707;17.04.07;10.10.09;"in Betrieb";"51081452497";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwührden";"WKA Enercon E-70 E4";"Enercon";"64";"71";"103";2300;"kW Nennleist. Rotor.";32500741;6004149;18.11.11;13.12.12;"in Betrieb";"51081900006";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwührden";"WKA Enercon E-70 E4";"Enercon";"64";"71";"98";2300;"kW Nennleist. Rotor.";32500975;6004235;18.11.11;13.12.12;"in Betrieb";"51081900006";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwührden";"WKA Enercon E-70 E4";"Enercon";"64";"71";"98,3";2300;"kW Nennleist. Rotor.";32501556;6004447;18.11.11;06.12.12;"in Betrieb";"51081900006";"0003";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwührden";"WKA Enercon E70 E4 ";"Enercon";"64";"71";"104,5";2300;"kW Nennleist. Rotor.";32500931;6005963;21.04.11;19.11.12;"in Betrieb";"51081900008";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwührden";"WKA 1 E-70 E4 Enercon";"Enercon";"64";"71";"104,5";2300;"kW Nennleist. Rotor.";32497574;6004424;16.11.12;17.12.13;"in Betrieb";"51081900010";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwührden";"WKA 2 E-70 E4 Enercon";"Enercon";"64";"71";"103,5";2300;"kW Nennleist. Rotor.";32497851;6004423;16.11.12;19.12.13;"in Betrieb";"51081900010";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Oesterwurth";"WKA Enercon E-70 E4";"Enercon";"64";"71";"104,5dB(A)/104,5dB(A)";2300;"kW Nennleist. Rotor.";32500738;6006577;03.01.13;11.12.14;"in Betrieb";"51081900012";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwührden";"WKA 1 Vestas V112 3.3MW";"Vestas";"94";"112";"106,5 dB(A)/101,0 dB(A)";3300;"kW Nennleist. Rotor.";32502894;6004190;17.12.13;25.09.14;"in Betrieb";"51081900013";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwührden";"WKA Vestas V112 3.3MW";"Vestas";"94";"112";"106,5 dB(A)/101,0 dB(A)";3300;"kW Nennleist. Rotor.";32502996;6003870;17.12.13;22.09.14;"in Betrieb";"51081900013";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwührden";"WKA Vestas V112 3.3MW";"Vestas";"94";"112";"106,5 dB(A)/101,0 dB(A)";3300;"kW Nennleist. Rotor.";32502996;6003534;17.12.13;12.09.14;"in Betrieb";"51081900013";"0003";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwührden";"WKA Vestas V-112 NH 94 m";"Vestas";"119";"112";"105,8 dB(A)/101 dB(A)";3000;"kW Nennleist. Rotor.";32501171;6005469;28.12.16;09.11.17;"in Betrieb";"51081900013";"0006";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwührden";"WKA Vestas V-112 NH 94 m";"Vestas";"119";"112";"105,8 dB(A)/101 dB(A)";3000;"kW Nennleist. Rotor.";32501244;6005136;28.12.16;17.11.17;"in Betrieb";"51081900013";"0007";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwührden";"WKA Vestas V-112 NH 94 m";"Vestas";"94";"112";"105,8 dB(A)/101 dB(A)";3000;"kW Nennleist. Rotor.";32501530;6005341;28.12.16;11.12.17;"in Betrieb";"51081900013";"0008";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwührden";"WKA Vestas V-112 NH 94 m";"Vestas";"94";"112";"105,8 dB(A) /101 dB(A)";3000;"kW Nennleist. Rotor.";32501920;6004488;28.12.16;15.12.17;"in Betrieb";"51081900013";"0009";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwührden";"WKA Vestas V-112 NH 94 m";"Vestas";"119";"112";"105,8 dB(A)/ 101 dB(A)";3000;"kW Nennleist. Rotor.";32501452;6004808;28.12.16;22.11.17;"in Betrieb";"51081900013";"0010";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Oesterdeichstrich";"Enercon E-82";"Enercon";"78,3";"82";"103";2000;"kW Nennleist. Rotor.";32492367;6002644;25.06.07;08.01.09;"in Betrieb";"51084519268";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Osterrade";"Enercon E-115 EP3 E3 ";"Enercon";"92";"115,71";"HZ /dB(A) | 63/78,5 | 125/83,7 | 250/86,3 | 500/88,1 | 1000/89,3 | 2000/90,3 | 4000/86,3 | 8000/ | SLP=95,7 dB(A)104,8 dB(A)";4200;"kW Nennleist. Rotor.";32526352;6005556;06.12.21;;"vor Inbetriebnahme";"51086060909";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Wrohm";"Vestas V112 3 MW";"Vestas";"94";"112";"106,5 dB(A)/102,5 dB(A)";3000;"kW Nennleist. Rotor.";32526294;6006792;11.02.14;22.10.14;"in Betrieb";"51086419252";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Wrohm";"Vestas V112 3 MW";"Vestas";"94";"112";"106,5 dB(A)/106,5 dB(A)";3000;"kW Nennleist. Rotor.";32526752;6006722;25.03.15;23.12.15;"in Betrieb";"51086419252";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Wrohm";"Vestas V112 3 MW";"Vestas";"94";"112";"106,5 dB(A)/102,5 dB(A)";3000;"kW Nennleist. Rotor.";32526165;6006460;10.03.14;21.10.14;"in Betrieb";"51086419252";"0003";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Wrohm";"Vestas V112 3 MW";"Vestas";"94";"112";"106,5";3000;"kW Nennleist. Rotor.";32526532;6006391;10.03.14;30.10.14;"in Betrieb";"51086419252";"0004";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Osterrade";"Vestas V112 3 MW";"Vestas";"94";"112";"106,5";3000;"kW Nennleist. Rotor.";32526960;6006372;10.03.14;07.11.14;"in Betrieb";"51086419252";"0005";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Wrohm";"Vestas V112 3 MW";"Vestas";"94";"112";"106,5 dB(A)/102,5 dB(A)";3000;"kW Nennleist. Rotor.";32525867;6006138;25.03.15;30.12.15;"in Betrieb";"51086419252";"0006";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Wrohm";"Vestas V112 3 MW";"Vestas";"94";"112";"106,5 dB(A)/106,5 dB(A)";3000;"kW Nennleist. Rotor.";32526252;6006125;25.03.15;29.12.15;"in Betrieb";"51086419252";"0007";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Osterrade";"Vestas V112 3 MW";"Vestas";"94";"112";"106,5";3000;"kW Nennleist. Rotor.";32526727;6006079;13.03.14;31.10.14;"in Betrieb";"51086419252";"0008";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Osterrade";"Vestas V112 3 MW";"Vestas";"94";"112";"106,5 dB(A)/104,5 dB(A)";3000;"kW Nennleist. Rotor.";32525768;6005755;13.03.14;13.10.14;"in Betrieb";"51086419252";"0009";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Osterrade";"Vestas V112 3 MW";"Vestas";"94";"112";"106,5";3000;"kW Nennleist. Rotor.";32526104;6005802;24.03.14;11.11.14;"in Betrieb";"51086419252";"0010";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Osterrade";"Vestas V112 3 MW";"Vestas";"94";"112";"106,5 dB(A)/106,5 dB(A)";3000;"kW Nennleist. Rotor.";32526466;6005834;25.03.15;17.12.15;"in Betrieb";"51086419252";"0011";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Reinsbüttel";"WKA Enercon E-70 E4 149,5 m";"Enercon";"113,5";"71";"104,5 dB(A)/104,5 dB(A)";2300;"kW Nennleist. Rotor.";32495114;6004472;27.10.16;23.04.18;"in Betrieb";"51093000002";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Reinsbüttel";"WKA Enercon E-82 E2 149 m";"Enercon";"108";"82";"104,5 dB(A)/100,0 dB(A)";2300;"kW Nennleist. Rotor.";32495264;6004262;27.10.16;07.05.18;"in Betrieb";"51093000002";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Reinsbüttel";"Enercon E 82";"Enercon";"108";"82";"104,5 dB(A)/101,0 dB(A)";2300;"kW Nennleist. Rotor.";32493057;6004011;;;"im Gen.Verf.";"51093000003";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Reinsbüttel";"Vestas V47 660 kW";"Vestas";"60";"47";"100,7 dB(A)/100,7 dB(A)";660;"kW Nennleist. Rotor.";32495156;6004003;22.04.98;01.06.99;"in Betrieb";"51093514279";"0003";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Reinsbüttel";"Vestas V47 660 kW";"Vestas";"60";"47";"100,7 dB(A)/100,7 dB(A)";660;"kW Nennleist. Rotor.";32495106;6003801;22.04.98;01.06.99;"in Betrieb";"51093514279";"0004";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Reinsbüttel";"Enercon E-70 E4";"Enercon";"64";"71";"104,5 dB(A)/97,5 dB(A)";2300;"kW Nennleist. Rotor.";32492486;6003086;07.08.13;16.12.14;"in Betrieb";"51093514281";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Reinsbüttel";"Enercon E-70 E4";"Enercon";"64";"71";"104,5 dB(A)/97,5 dB(A)";2300;"kW Nennleist. Rotor.";32493218;6002724;07.08.13;29.12.14;"in Betrieb";"51093514281";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Reinsbüttel";"Enercon E-70 E4";"Enercon";"64";"71";"104,5 dB(A)/103 dB(A)";2300;"kW Nennleist. Rotor.";32492411;6002889;07.08.13;15.12.14;"in Betrieb";"51093514281";"0003";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Reinsbüttel";"Enercon E-70 E4";"Enercon";"64";"71";"104,5 dB(A)/103 dB(A)";2300;"kW Nennleist. Rotor.";32492660;6002727;07.08.13;15.12.14;"in Betrieb";"51093514281";"0004";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Reinsbüttel";"Enercon E-70 E4";"Enercon";"64";"71";"104,5 dB(A)/103 dB(A)";2300;"kW Nennleist. Rotor.";32492875;6002536;07.08.13;29.12.14;"in Betrieb";"51093514281";"0005";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Reinsbüttel";"Enercon E-70 E4";"Enercon";"64";"71";"104,5 dB(A)/103 dB(A)";2300;"kW Nennleist. Rotor.";32493150;6002506;07.08.13;19.12.14;"in Betrieb";"51093514281";"0006";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Reinsbüttel";"Enercon E-70 E4";"Enercon";"64";"71";"104,5 dB(A)/103 dB(A)";2300;"kW Nennleist. Rotor.";32493439;6002279;07.08.13;15.12.14;"in Betrieb";"51093514281";"0007";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Reinsbüttel";"Enercon E-70 E4";"Enercon";"64";"71";"104,5 dB(A)/103 dB(A)";2300;"kW Nennleist. Rotor.";32493535;6002608;07.08.13;15.12.14;"in Betrieb";"51093514281";"0008";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Reinsbüttel";"Enercon E-70 E4";"Enercon";"64";"71";"97,5";2300;"kW Nennleist. Rotor.";32495510;6004424;09.07.13;04.11.14;"in Betrieb";"51093514283";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Sankt Michaelisdonn";"Enercon E115 EP3 E3";"Enercon";"92";"115,7";"HZ /dB(A) | 63/82,6 | 125/87,8 | 250/90,3 | 500/92 | 1000/93,2 | 2000/94 | 4000/89,1 | 8000/ | SLP=99,5 dB(A)104,8 dB(A)";4200;"kW Nennleist. Rotor.";32505894;5984532;10.12.18;05.03.21;"in Betrieb";"51097000004";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Sankt Michaelisdonn";"Enercon E115 EP3 E3";"Enercon";"92";"115,7";"HZ /dB(A) | 63/83,4 | 125/88,8 | 250/91,6 | 500/93,5 | 1000/94,6 | 2000/95 | 4000/90,1 | 8000/ | SLP=100,7 dB(A)104,8 dB(A)";4200;"kW Nennleist. Rotor.";32506244;5984454;10.12.18;19.03.21;"in Betrieb";"51097000004";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Sankt Michaelisdonn";"Enercon E115 EP3 E3";"Enercon";"92";"115,7";"HZ /dB(A) | 63/83,9 | 125/89,3 | 250/92,1 | 500/94 | 1000/95,1 | 2000/95,5 | 4000/90,6 | 8000/ | SLP=101,2 dB(A)104,8 dB(A)";4200;"kW Nennleist. Rotor.";32505983;5984190;10.12.18;26.02.21;"in Betrieb";"51097000004";"0003";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Sankt Michaelisdonn";"WKA Senvion 3.4M114";"Senvion";"93";"104";"105,2 dB(A) 99,9 dB(A)";3400;"kW Nennleist. Rotor.";32505739;5982758;14.09.16;31.05.17;"in Betrieb";"51097000005";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Sankt Michaelisdonn";"WKA Enercon E92";"Enercon";"104";"92";"105,0 dB(A) 101,0dB(A)";2350;"kW Nennleist. Rotor.";32506397;5981504;04.08.16;27.01.17;"in Betrieb";"51097515551";"0003";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Sankt Michaelisdonn";"WKA Enercon E92";"Enercon";"104";"92";"105,0dB(A),  100dB(A)";2350;"kW Nennleist. Rotor.";32506124;5981450;04.08.16;03.02.17;"in Betrieb";"51097515551";"0004";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Sankt Michaelisdonn";"Repower MM 92";"REpower";"80";"92,5";"104,5";2000;"kW Nennleist. Rotor.";32505756;5981916;24.10.05;23.11.05;"in Betrieb";"51097515554";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Sankt Michaelisdonn";"REpower MM82";"REpower";"80";"82";"104,5";2000;"kW Nennleist. Rotor.";32506011;5981749;09.07.07;30.12.07;"in Betrieb";"51097515558";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Sankt Michaelisdonn";"WKA REpower MM 82";"REpower";"80";"82";"105,5";2050;"kW Nennleist. Rotor.";32505850;5981289;15.06.10;25.11.10;"in Betrieb";"51097515559";"0003";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Sankt Michaelisdonn";"WKA Enercon E92";"Enercon";"104";"92";"105dB(A), 101,0dB(A)";2350;"kW Nennleist. Rotor.";32506293;5981760;04.08.16;13.02.17;"in Betrieb";"51097515559";"0005";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Sankt Michaelisdonn";"Vestas V44";"Vestas";"53";"44";"102,6";600;"kW Nennleist. Rotor.";32505778;5981492;18.04.97;10.07.98;"in Betrieb";"51097515560";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Sankt Michaelisdonn";"Repower MM 92";"REpower";"80";"92,5";"104,5";2000;"kW Nennleist. Rotor.";32505316;5981772;24.06.05;20.09.05;"in Betrieb";"51097515563";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Sankt Michaelisdonn";"REpower MM82";"REpower";"80";"82";"104,5";2000;"kW Nennleist. Rotor.";32505536;5981631;24.06.05;28.09.05;"in Betrieb";"51097515564";"0003";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Sankt Michaelisdonn";"WKA REpower 3.4M";"REpower";"98";"104";"105,6";3400;"kW Nennleist. Rotor.";32505476;5982520;02.09.11;18.05.12;"in Betrieb";"51097900003";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Sankt Michaelisdonn";"WKA REpower 3.4M";"REpower";"98";"104";"105,6dB(A)/104dB(A)";3400;"kW Nennleist. Rotor.";32505999;5982245;02.09.11;16.05.12;"in Betrieb";"51097900003";"0004";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Sankt Michaelisdonn";"WKA REpower MM92";"REpower";"80";"92,5";"104,2dB(A)/103,0dB(A)";2050;"kW Nennleist. Rotor.";32506157;5982008;02.09.11;14.12.11;"in Betrieb";"51097900005";"0005";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Sankt Michaelisdonn";"WKA REpower 3.2M 114";"REpower";"93";"114";"105,2dB(A)/103,5dB(A)";3200;"kW Nennleist. Rotor.";32505947;5982547;02.09.11;20.02.12;"in Betrieb";"51097900006";"0003";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Sankt Michaelisdonn";"Repower 3.2M 114";"REpower";"93";"114";"105,2";3400;"kW Nennleist. Rotor.";32505277;5982735;02.09.11;20.02.12;"in Betrieb";"51097900007";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Sankt Michaelisdonn";"REpower 3.2M114";"REpower";"93";"114";"105,2 dB(A)/99,7 dB(A)";3170;"kW Nennleist. Rotor.";32505768;5983091;06.02.15;16.02.16;"in Betrieb";"51097900012";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
